Material Difficulty
-1.2017648
-1.6513828
1.621617
0.6332034
0.22471923
0.96088076
-0.34411013
-1.1812313
-1.6855246
-1.6288933
0.70105606
1.1516174
0.30006686
-0.22164318
0.02996134
-0.10396141
0.30456215
1.6422102
1.7379514
-0.42955178
0.31936017
1.7389393
0.07127823
-0.81372285
0.53027546
1.7310802
1.5574862
0.38543865
0.68959284
-0.84617877
-0.67749417
-0.5880199
-1.7906765
-1.3771673
-1.4310832
-0.06435594
-0.1618688
1.2070196
0.91679233
-0.71443814
-1.144868
-0.38195732
-0.3183804
-0.26990485
-1.8820544
1.6976192
-1.274117
1.8464391
1.8860744
-0.90493476
-0.8774711
-0.6801169
0.675362
1.4959468
-0.22190775
-1.3268926
1.369627
-0.81668824
-0.016224511
-1.6405547
0.69153136
0.93906975
0.41685566
1.4363573
-1.2738434
-0.45019057
-0.9338669
0.39606526
0.7633633
-0.29875857
1.2162367
-1.8209968
-1.9282877
1.1999471
0.8817221
-1.3896058
0.28585926
1.3819501
-0.20750545
-0.66048425
0.3054305
1.8771873
-0.9984095
1.5124309
-1.079506
0.32869008
0.35808474
1.745738
-1.2708722
1.1660129
-0.35131434
0.8348482
1.5442022
-0.099047124
0.1647678
-1.3780705
-0.31044704
0.5276961
-1.1688001
1.674151
-0.12481429
1.8618606
-0.108007625
-0.8485424
-0.67311084
1.7614673
0.5140069
0.25026566
-0.30659136
1.4722571
-0.91425943
1.511845
1.3745135
-1.307622
-0.5529978
-0.64556086
-0.90593493
-0.18934111
-0.4526624
0.13375679
1.8752141
0.4285088
-0.40236342
-0.7433564
-0.69528097
-0.7650634
-0.484319
-1.2588803
0.58265364
-1.2651924
-1.291349
0.9290306
1.0408841
0.43151397
0.72431743
-1.5922853
1.469155
0.15306993
1.1920813
-0.3490841
0.6438656
-0.9827801
1.7434247
-0.09431189
-1.1073319
0.67266214
-0.49009323
-0.04236134
0.9053404
-0.99857193
-0.38224274
-0.39632484
-0.85764134
0.8780587
-0.23341106
-0.097812325
-1.1690968
0.04677307
-0.99057543
-1.3539386
0.66456836
-0.47083429
0.9898721
0.0034863017
-0.78263915
1.6643548
1.5813158
-1.6939602
-1.3036438
0.84895426
1.1872162
-1.3563392
0.7153827
-1.0425963
0.6905838
0.47433794
-0.93309563
-0.15075338
-0.9356369
1.0414091
0.91945183
0.983693
0.12683502
1.3591214
0.15983477
1.358174
0.5234564
-0.2554474
-1.4699489
-1.4685713
0.07689722
0.14425209
