token_length_mean,token_length_median,token_length_std,sentence_length_mean,sentence_length_median,sentence_length_std,syllables_per_token_mean,syllables_per_token_median,syllables_per_token_std,n_tokens,n_unique_tokens,proportion_unique_tokens,n_characters,n_sentences,flesch_reading_ease,flesch_kincaid_grade,smog,gunning_fog,automated_readability_index,coleman_liau_index,lix,rix
3.490566037735849,3.0,1.6667971943666249,7.571428571428571,8.0,5.368084065158838,1.0754716981132075,1.0,0.42776543580206156,53,41,0.7735849056603774,197,7,108.16509433962266,0.05342318059299345,5.288315135182226,3.783288409703504,-1.2037196765498663,0.8150943396226396,13.231805929919137,0.42857142857142855
3.9827586206896552,4.0,1.8209323680088907,8.285714285714286,7.0,7.923099785064028,1.2471264367816093,1.0,0.6268584471388835,174,113,0.6494252873563219,763,21,92.91810344827587,2.3575205254515623,6.18269132825596,4.693596059113301,1.471650246305419,4.046206896551723,18.63054187192118,0.8571428571428571
3.82,3.0,2.0754758490524527,7.142857142857143,5.0,4.882287854467161,1.22,1.0,0.5758472019555189,50,42,0.84,208,7,96.37300000000002,1.5917142857142856,6.18269132825596,4.457142857142857,0.13362857142857365,2.517599999999998,21.142857142857146,1.0
3.8424242424242423,3.0,1.969314648210064,11.0,11.0,3.559026084010437,1.1757575757575758,1.0,0.4532911988197613,165,109,0.6606060606060606,677,15,96.20090909090911,2.573939393939394,6.42735559955562,5.612121212121213,2.1678181818181805,4.102545454545453,23.727272727272727,1.4
3.511627906976744,3.0,1.945443011940872,14.333333333333334,14.0,6.128258770283412,1.255813953488372,1.0,0.6135305096871126,43,33,0.7674418604651163,165,3,86.04480620155041,4.818604651162794,7.793537801064561,7.593798449612404,2.276434108527134,2.783255813953488,23.635658914728683,1.3333333333333333
3.607142857142857,3.0,1.9881665228166827,5.6,6.0,3.4409301068170506,1.3928571428571428,1.0,0.8167569018592338,28,24,0.8571428571428571,111,5,83.31528571428574,3.029714285714288,6.742157984588678,5.097142857142857,-1.640357142857141,0.12428571428571544,19.885714285714286,0.8
4.463917525773196,4.0,2.518229846580393,16.166666666666668,17.0,8.163264597505638,1.324742268041237,1.0,0.6906639458894298,194,115,0.5927835051546392,902,12,78.3526374570447,6.346958762886601,9.928628108626363,9.971821305841926,7.678384879725087,8.616907216494845,34.723367697594504,3.0
4.869565217391305,4.0,3.287715578332098,5.75,5.0,4.493050188902857,1.608695652173913,1.0,1.1321057883731773,23,23,1.0,121,4,64.90309782608696,5.635108695652175,8.07648339933343,7.517391304347825,4.380652173913045,7.685217391304352,27.48913043478261,1.25
3.9507042253521125,4.0,1.9548691998631764,8.875,6.5,6.050568155140474,1.2464788732394365,1.0,0.559005904858201,142,87,0.6126760563380281,614,16,92.37476232394368,2.5797007042253526,6.322622252153568,4.958450704225353,1.6153169014084519,4.094929577464789,22.95950704225352,1.25
4.027027027027027,4.0,2.204602776196642,7.617647058823529,5.0,7.859107515122569,1.3822393822393821,1.0,0.8500699520575493,259,141,0.5444015444015444,1124,34,82.16563649784241,3.691307063365887,7.928766900206845,6.753622530093118,1.3461208267090612,3.9932046332046305,20.35895980013627,0.9705882352941176
3.519230769230769,3.0,2.042720514556927,13.0,13.0,8.602325267042627,1.2115384615384615,1.0,0.5662473793975175,52,41,0.7884615384615384,196,4,91.14384615384618,3.7761538461538464,7.168621630094336,6.738461538461539,1.6455769230769235,2.6161538461538463,28.384615384615387,2.0
3.4444444444444446,3.5,1.6905693394114376,9.0,8.5,6.284902544988268,1.1388888888888888,1.0,0.5350377856738394,36,31,0.8611111111111112,144,4,101.35000000000002,1.3588888888888917,5.985473137389441,4.711111111111111,-0.706666666666667,1.1644444444444453,14.555555555555555,0.5
3.5,3.0,1.8929694486000912,12.0,12.0,0.0,1.0833333333333333,1.0,0.2763853991962833,12,11,0.9166666666666666,44,1,103.00500000000001,1.8733333333333313,,4.800000000000001,1.0549999999999997,2.3133333333333326,20.333333333333332,1.0
3.7291666666666665,4.0,2.0385818532063467,5.333333333333333,5.0,3.7712361663282534,1.2291666666666667,1.0,0.6204696921598095,48,40,0.8333333333333334,195,9,97.43416666666668,0.9941666666666684,6.42735559955562,4.633333333333333,-1.1989583333333336,0.577499999999997,15.75,0.5555555555555556
3.6486486486486487,4.0,1.6960401610526736,5.285714285714286,5.0,3.325841921949376,1.135135135135135,1.0,0.5282383860997856,37,33,0.8918918918918919,149,7,105.43756756756758,-0.13397683397683302,5.288315135182226,3.1953667953667955,-1.6020077220077233,0.05405405405405084,10.691119691119692,0.2857142857142857
3.558139534883721,3.0,1.6182437448478886,7.166666666666667,9.0,4.705198071164368,1.255813953488372,1.0,0.5743762341966729,43,39,0.9069767441860465,167,6,93.31897286821706,2.023604651162792,5.46131890053228,3.796899224806202,-1.087829457364343,0.991627906976742,9.492248062015504,0.16666666666666666
4.025,4.0,2.285689173969199,6.666666666666667,5.5,6.394442031083626,1.3,1.0,0.6782329983125269,40,35,0.875,171,6,90.08833333333334,2.3500000000000014,7.168621630094336,5.666666666666668,0.8610833333333332,3.427000000000003,24.166666666666668,1.1666666666666667
3.827956989247312,3.0,1.9817644788831437,4.894736842105263,4.0,3.8647494211970144,1.4516129032258065,1.0,0.8861676463671618,93,63,0.6774193548387096,398,19,79.06039049235996,3.4479796264855693,7.475848149327749,6.689077532541031,-0.9529541595925295,0.6610752688172035,19.94850028296548,0.7368421052631579
3.730769230769231,3.0,2.0106962496319585,8.666666666666666,9.0,2.0548046676563256,1.2307692307692308,1.0,0.6389710663783135,26,22,0.8461538461538461,106,3,93.91525641025643,2.313076923076924,6.42735559955562,5.005128205128205,0.4752564102564101,2.7215384615384615,27.897435897435898,1.6666666666666667
3.5555555555555554,3.0,1.6540261391936353,11.25,10.0,4.815340071064556,1.1333333333333333,1.0,0.49888765156985876,45,38,0.8444444444444444,176,4,99.53625000000002,2.1708333333333343,5.985473137389441,5.388888888888889,0.9416666666666664,2.4755555555555553,17.916666666666668,0.75
3.98989898989899,4.0,1.9200954810799453,6.827586206896552,7.0,5.89604756868731,1.3131313131313131,1.0,0.7932348378692068,198,118,0.5959595959595959,851,29,88.81409090909092,2.567708115639153,7.237678284180719,5.761337513061651,0.7762173458725172,3.3252525252525267,15.918495297805643,0.6206896551724138
3.4705882352941178,3.5,1.6668973312123239,4.25,3.0,3.4550687402713134,1.3823529411764706,1.0,0.9079617082607725,34,29,0.8529411764705882,129,8,85.5741911764706,2.3792647058823526,7.168621630094336,6.405882352941177,-2.9585294117647045,-2.357647058823531,7.1911764705882355,0.125
3.883495145631068,4.0,1.8632937267409981,6.645161290322581,6.0,4.707909522363363,1.296116504854369,1.0,0.7204936724619354,206,110,0.5339805825242718,875,31,90.43870497964298,2.2957876605073615,6.968188349444268,5.3765111180707805,0.18384278108362295,2.5805825242718434,19.751957406827437,0.8709677419354839
3.5853658536585367,3.0,1.8475509136005486,6.833333333333333,6.0,5.367080729368206,1.2195121951219512,1.0,0.6053499339507734,41,32,0.7804878048780488,158,6,96.72843495934961,1.465243902439024,6.42735559955562,4.684552845528455,-1.1262601626016249,0.9502439024390235,19.028455284552845,0.8333333333333334
3.375,3.0,1.821457749532866,6.0,5.5,4.444097208657794,1.1666666666666667,1.0,0.5892556509887896,48,38,0.7916666666666666,174,8,102.045,0.5166666666666693,6.6274283507984215,4.9,-2.5337499999999977,-0.8883333333333354,14.333333333333332,0.5
3.4893617021276597,3.0,1.6742396232260426,4.2727272727272725,3.0,4.002065582373661,1.2553191489361701,1.0,0.7570402925386039,47,36,0.7659574468085106,189,11,96.29818181818183,0.8891295938104449,6.112484441749459,4.262282398452611,-2.8587427466150857,-2.2102127659574435,8.528046421663444,0.18181818181818182
4.1891891891891895,4.0,1.9429406222282628,5.285714285714286,5.0,3.304295287491537,1.4054054054054055,1.0,0.8840771477727637,74,51,0.6891891891891891,346,14,82.5727027027027,3.0552123552123582,7.447530270364452,6.438610038610038,0.9439382239382255,3.232432432432436,20.15057915057915,0.7857142857142857
3.310344827586207,3.0,1.6630559381775856,7.25,8.0,4.205650960315181,1.2413793103448276,1.0,0.677478713944431,29,25,0.8620689655172413,103,4,94.45556034482762,1.885775862068968,7.168621630094336,5.658620689655173,-2.213275862068965,-0.41793103448275737,14.14655172413793,0.5
3.814432989690722,4.0,1.719085689061008,6.928571428571429,5.5,6.670449606974306,1.3402061855670102,1.0,0.8108363753499251,97,60,0.6185567010309279,408,14,86.42105670103095,2.926575846833579,7.168621630094336,5.658026509572902,0.0002650957290164513,2.3567010309278373,13.114138438880708,0.42857142857142855
3.5319148936170213,3.0,1.555375904893367,6.714285714285714,6.0,4.558016038155376,1.2765957446808511,1.0,0.7635897210606962,47,34,0.723404255319149,188,7,92.02000000000001,2.0924012158054737,6.868970318607317,5.238905775075988,-1.437537993920973,0.5591489361702102,10.969604863221885,0.2857142857142857
3.9047619047619047,3.5,2.201833908894646,6.0,5.0,3.8913824205360674,1.380952380952381,1.0,0.81510679850589,42,36,0.8571428571428571,177,7,83.91642857142858,3.0452380952380977,7.957251820313856,7.161904761904762,-0.03857142857143003,2.2266666666666666,20.285714285714285,0.8571428571428571
4.168674698795181,3.0,2.3583702618057005,12.76923076923077,13.0,4.758051413597573,1.319277108433735,1.0,0.6497372650328452,166,90,0.5421686746987951,725,13,82.26338739573683,4.957469879518076,8.384062270229773,7.7582947173308625,4.589073215940687,6.393734939759039,31.44392956441149,2.3846153846153846
4.064516129032258,4.0,2.4878476754398506,5.166666666666667,5.0,3.337497399083464,1.3548387096774193,1.0,0.6978486339607721,31,28,0.9032258064516129,141,6,86.97147849462367,2.4120967741935466,6.42735559955562,4.647311827956989,0.2972043010752685,2.370322580645162,24.521505376344088,1.0
3.7804878048780486,4.0,1.6798015047557655,7.0285714285714285,6.0,5.190572301425588,1.2113821138211383,1.0,0.6344068674764033,246,135,0.5487804878048781,1011,35,97.21807317073173,1.4454518002322878,6.610729790773281,4.925249709639954,-0.10961672473867878,2.217886178861786,15.158652729384436,0.5714285714285714
3.5294117647058822,3.0,1.7529016971472167,6.8,5.0,5.075431016179809,1.2352941176470589,1.0,0.596993621476013,34,29,0.8529411764705882,141,5,95.42711764705885,1.6384705882352968,5.683917801722854,3.896470588235294,-1.4064705882352975,0.5999999999999979,15.623529411764707,0.6
4.165354330708661,4.0,2.37030108565441,5.7727272727272725,6.0,3.5920596545691543,1.4488188976377954,1.0,0.875822775526572,127,80,0.6299212598425197,562,22,78.40560307802436,3.757426628489622,7.846244985919111,7.033500357909808,1.0751825340014314,3.564724409448818,19.158554044380818,0.7727272727272727
4.066666666666666,3.0,2.4890872936792627,6.428571428571429,4.0,5.525451315946776,1.2666666666666666,1.0,0.6798692684790381,45,36,0.8,196,7,93.15000000000002,1.8638095238095254,6.18269132825596,4.34920634920635,0.9382857142857155,3.5075555555555518,21.984126984126984,1.0
3.9574468085106385,4.0,1.8731864626262942,8.545454545454545,10.0,6.199173498629935,1.2127659574468086,1.0,0.5625235772937144,94,66,0.7021276595744681,407,11,95.56136363636367,2.0533655705996168,6.112484441749459,4.694777562862669,1.4823017408123818,4.005957446808509,22.3752417794971,1.1818181818181819
3.6506024096385543,4.0,1.84608824430939,4.882352941176471,4.0,3.8787862404316553,1.3493975903614457,1.0,0.84216781288199,83,61,0.7349397590361446,329,17,87.72037562012758,2.2370092133238835,7.048011613610866,5.808362863217577,-1.7944861800141751,-0.39710843373494065,12.111268603827073,0.35294117647058826
3.6216216216216215,3.0,2.0969907828400887,9.25,8.5,6.417748826496718,1.2162162162162162,1.0,0.5758723176395275,37,32,0.8648648648648649,150,4,94.55435810810813,2.3688513513513527,5.985473137389441,4.781081081081081,0.25283783783783775,2.2951351351351335,20.06081081081081,1.0
4.062992125984252,4.0,1.6107318798963342,4.535714285714286,3.5,3.6398797356225825,1.4251968503937007,1.0,0.9094402971956478,127,86,0.6771653543307087,574,28,81.65959645669295,2.99625140607424,7.021680442328713,5.908773903262092,-0.02544994375703169,1.5644094488188962,10.834926884139481,0.2857142857142857
3.857142857142857,4.0,1.954194860043493,5.6,5.5,3.8781438859330635,1.3125,1.0,0.8021316466587194,112,77,0.6875,476,20,90.11350000000002,2.081500000000002,6.742157984588678,5.097142857142857,-0.46285714285714263,1.5942857142857143,14.528571428571428,0.5
4.444444444444445,4.0,2.2166597048066667,9.0,9.0,0.0,1.2222222222222223,1.0,0.628539361054709,9,9,1.0,42,1,94.30000000000001,2.342222222222226,,8.044444444444444,4.003333333333334,7.044444444444444,31.22222222222222,2.0
4.125,4.0,2.3646390543046643,8.0,7.5,6.023762469230862,1.4285714285714286,1.0,0.8733585186169631,112,76,0.6785714285714286,494,14,77.85785714285716,4.387142857142859,8.841846274778883,8.200000000000001,1.9987500000000011,4.754999999999999,26.75,1.5
3.5238095238095237,4.0,1.4013275209106821,7.0,5.0,3.559026084010437,1.2380952380952381,1.0,0.6834619092574915,21,20,0.9523809523809523,84,3,94.98714285714289,1.7495238095238115,6.42735559955562,4.704761904761905,-1.3328571428571436,0.6914285714285704,7.0,0.0
4.445378151260504,4.0,2.29247024298786,7.933333333333334,8.0,5.507167047483569,1.411764705882353,1.0,0.863953826048731,119,74,0.6218487394957983,562,15,79.34737254901961,4.162823529411767,9.029198982220553,8.551484593837534,3.4743977591036455,6.607731092436971,27.26106442577031,1.5333333333333334
3.940677966101695,4.0,2.063781180430946,8.428571428571429,10.0,6.935563482250489,1.3220338983050848,1.0,0.7350931675322523,118,81,0.6864406779661016,486,14,86.43593220338984,3.297142857142859,8.192908349453996,7.100242130750606,1.344878934624699,3.859322033898305,23.682808716707022,1.2857142857142858
3.951219512195122,4.0,2.0276690070672037,4.92,4.0,3.825388869121674,1.3902439024390243,1.0,0.870792054568838,123,84,0.6829268292682927,553,25,84.22656585365857,2.73367804878049,7.087006719466743,5.870439024390244,-0.35975609756097526,1.416910569105692,17.115121951219514,0.6
3.6774193548387095,4.0,1.7299467971344413,6.2,6.0,3.969886648255842,1.2903225806451613,1.0,0.7701507346008596,31,26,0.8387096774193549,127,5,91.38070967741936,2.0538064516129033,6.742157984588678,5.060645161290323,-1.009354838709676,1.0490322580645142,12.651612903225807,0.4
3.8533333333333335,3.0,2.353399432499483,7.258064516129032,6.0,7.42257994420375,1.3822222222222222,1.0,0.846243697206501,225,121,0.5377777777777778,951,31,82.53206451612904,3.5508673835125464,8.155646560271837,7.1698924731182805,0.34823225806451674,2.7793777777777784,20.14695340501792,0.9354838709677419
3.723076923076923,3.5,1.961221693879705,6.190476190476191,4.0,5.104797441240914,1.353846153846154,1.0,0.8490858293259463,130,77,0.5923076923076923,551,21,86.01628205128206,2.799670329670331,7.793537801064561,6.783882783882785,-0.7990695970695967,1.3101538461538453,16.95970695970696,0.6666666666666666
3.911764705882353,4.0,2.4539002216019004,4.857142857142857,5.0,2.5872528966106905,1.3235294117647058,1.0,0.8983837852530155,34,32,0.9411764705882353,142,7,89.9344117647059,1.9219327731092442,7.447530270364452,6.648739495798319,-0.5770168067226926,1.1070588235294103,13.680672268907564,0.42857142857142855
3.9019607843137254,4.0,2.021986035528904,5.666666666666667,4.0,5.773502691896258,1.4803921568627452,1.0,0.9153419178673902,102,72,0.7058823529411765,453,18,75.84215686274511,4.088627450980393,7.793537801064561,6.972549019607843,-0.2184313725490199,1.9199999999999982,15.47058823529412,0.5555555555555556
4.530612244897959,4.0,2.425224928060653,16.333333333333332,16.0,3.6817870057290873,1.3877551020408163,1.0,0.7232671488436471,49,41,0.8367346938775511,236,3,72.85258503401364,7.155510204081633,11.855464076750408,12.247619047619047,8.075850340136057,9.027755102040814,40.82312925170068,4.0
3.6125,3.5,1.5850374601251545,4.705882352941177,4.0,3.0824876486056234,1.325,1.0,0.8332916656249478,80,56,0.7,319,17,89.96352941176472,1.8802941176470576,6.79490614679532,5.382352941176471,-2.0621838235294128,-0.8485000000000014,10.955882352941178,0.29411764705882354
3.90625,3.5,2.1412521891407374,4.571428571428571,4.0,2.821202522590214,1.3125,1.0,0.7261843774138906,32,28,0.875,137,7,91.15750000000003,1.6803571428571438,6.868970318607317,5.578571428571429,-0.745848214285715,0.6937499999999979,17.07142857142857,0.5714285714285714
4.269230769230769,4.0,2.122366101741753,5.2,5.0,3.919183588453085,1.4615384615384615,1.0,0.8871201995900612,26,21,0.8076923076923077,119,5,77.91084615384618,3.684153846153844,7.554174236665414,6.695384615384616,1.2780769230769238,3.6107692307692254,24.430769230769233,1.0
