Material Difficulty
0.07162523
0.81072116
-0.42872518
-1.0291796
-1.0917552
-1.3965629
0.5137806
0.7541158
1.5814811
0.42238486
-1.5895988
-1.3582927
-0.8830113
1.1905562
1.7655171
0.56643283
1.537201
-0.43534583
-0.20149814
0.9878446
-0.7739171
-0.22802684
1.8044125
1.126344
-0.94866246
-0.12602136
-0.3219818
-1.0495838
-1.5575651
1.3636456
0.6144587
0.58793163
0.6057806
0.47871816
0.4591151
1.4046577
0.8784747
-0.6526908
-1.7857006
1.110886
0.96430826
1.0659859
1.4081657
0.96995103
1.6241597
-0.26350427
0.3870138
-0.14617312
-0.19264558
1.0751392
0.8805177
1.8894321
-1.52965
-0.40989333
1.1903098
1.1810355
-0.24144928
0.77590954
1.1490698
0.8059803
1.7084113
-1.5138214
-0.61885136
-0.14199218
0.39004242
1.0130031
1.3818035
-0.88896257
-1.7045909
0.5185833
-1.3540795
0.25775087
0.86787343
-1.3574431
-1.477163
0.08346671
-0.9201509
-0.30001128
1.319234
0.89416695
-1.0823988
-0.0802407
0.82694983
-0.45015752
0.18520355
-0.854143
-0.9396343
-0.40295753
0.6453531
-1.3847682
0.5204207
-1.7811164
-0.44884896
0.5858923
-0.95610905
0.76885724
1.4611913
-1.0527458
0.5844197
-0.37186635
0.52901787
-0.33071643
0.54377955
1.1138214
0.9876416
-0.47629067
-0.9031857
-1.0007136
1.1749555
-0.5257342
0.5254828
-0.36294502
-0.37937447
0.67826605
0.19176304
0.3308391
0.9074898
1.398922
1.359913
-1.0764124
-0.09365359
-1.0432563
1.0595354
1.1514724
0.7241292
0.5671865
0.98152924
0.38211185
-1.1487857
0.07301229
1.0600915
-1.7476904
-1.7148013
-0.9298695
-1.6063215
0.8528558
-0.54464614
-0.84771585
-1.2929994
1.3229507
-1.4941565
0.79401946
-0.24765077
0.52133477
0.41486984
-1.5149943
0.6697273
1.3920064
-1.7789158
0.79303694
1.0909289
0.44688612
0.48600382
-1.7290097
1.1512086
1.4617894
0.66084313
1.8324174
0.7598293
0.72321343
-1.5254049
0.08442253
-1.6895547
1.759689
0.7965609
-0.3018856
-0.19474167
1.6366893
0.97366285
-1.8966293
-1.3278346
1.1642536
-1.583352
0.9714588
-1.5745218
-1.1690493
0.6376442
1.2474746
1.3983873
-1.5952533
-1.7645439
-1.7063586
-1.0279627
-0.45104858
-0.83127975
-0.48653233
-1.1376061
1.1107237
0.27386463
0.9423425
1.7832931
-1.005458
0.63335633
0.87876296
-1.7790666
-1.6189588
0.5421624
-1.0713446
-1.2139807
-0.9861449
0.36689138
-1.7453499
-0.45216992
-0.47480756
-1.7730416
1.1416862
0.64648235
0.7772269
1.213219
-0.8380259
-0.8706816
0.62704337
-1.8322693
0.23683077
-0.4770079
-1.3991194
1.1920838
-0.3556928
-1.5063673
1.1399466
-0.9707586
-1.0504501
0.6828493
-1.0224854
0.2582004
0.9164965
0.9079573
0.78102255
0.5583758
0.7674451
0.1702168
1.1589751
0.44694602
-1.7213657
-0.501354
-0.97831696
0.533666
1.2399881
0.85374343
0.3366078
-1.3986067
-0.9229274
1.2262787
-1.7589685
-1.1292578
1.4576099
0.6976403
-1.1354718
1.8720235
1.1121892
0.5243336
0.02660951
-1.42348
0.48454207
0.9364705
-0.47261283
-0.6602047
1.2191232
-1.2843611
1.1519716
-1.8605366
1.2035782
0.6092634
0.9732493
-1.0293632
0.47301483
1.1010479
0.45041442
-1.8248523
0.62626636
-0.37454897
-1.5917563
0.5572754
-0.13366812
-0.85121584
0.44766915
0.27655697
0.60718215
0.55027694
-0.45854536
-0.9615064
-0.75676185
-0.42511952
0.7573061
1.0127354
-0.7665047
-1.8497537
1.6767582
-0.48316807
-0.834837
1.2943479
0.50534946
-1.0766292
1.3309225
1.3043543
-0.18364808
1.049578
0.6067287
1.06079
0.96766365
-1.1274345
-1.0577958
0.79348767
1.284887
-0.91912603
-0.10309765
-0.8409995
0.85205674
-1.8404689
-1.1789178
1.4258449
-1.5380456
0.35472155
-1.2763252
-1.5900937
-1.3359977
-0.8601426
0.32959533
1.0475075
-0.7849885
0.64002776
0.46380794
1.4044805
0.61200714
0.51563025
1.4790709
-1.2521278
-1.3916593
-1.6584142
-0.39255822
1.2183602
-0.78710693
0.6500572
-0.6166018
1.3489096
0.8783916
1.883087
0.8526145
-1.1314898
0.7645068
-1.3414193
-1.6945089
