Material Index,Materials Difficulty,Questions Numbers,Topics
2973,1.04,2,0
2974,-2.63,1,0
2975,-0.88,1,4
2976,1.05,2,4
2977,-1.89,1,4
2978,-2.62,1,0
2979,-0.87,1,4
2980,1.06,2,4
2981,2.31,3,2
2982,1.07,2,4
2983,-0.86,1,1
2984,0.4300000000000002,1,4
2985,1.08,2,1
2986,0.4400000000000002,1,3
2987,0.4500000000000002,1,3
2988,-0.85,1,4
2989,-1.88,1,0
2990,3.4200000000000004,4,3
2991,2.3200000000000003,3,0
2992,-1.87,1,0
2993,2.33,4,4
2994,-1.86,1,4
2995,-0.84,1,4
2996,2.3400000000000003,3,4
2997,-0.83,1,4
2998,-2.61,1,4
2999,3.43,4,4
3000,-0.82,1,0
3001,1.09,2,3
3002,-2.6,1,4
3003,0.4600000000000002,1,4
3004,1.1,2,3
3005,0.4700000000000002,1,2
3006,2.35,4,4
3007,3.4400000000000004,4,0
3008,-1.85,1,2
3009,1.11,2,1
3010,0.4800000000000002,1,4
3011,1.12,2,0
3012,1.13,2,3
3013,3.45,6,1
3014,1.14,2,4
3015,-0.8099999999999999,1,4
3016,-1.84,1,1
3017,-0.7999999999999999,1,3
3018,-0.7899999999999999,1,4
3019,2.3600000000000003,3,4
3020,1.15,2,3
3021,1.16,2,3
3022,-1.83,1,4
3023,-0.7799999999999999,1,4
3024,2.37,3,4
3025,-0.7699999999999999,1,4
3026,1.17,2,0
3027,3.4600000000000004,3,3
3028,0.4900000000000002,1,4
3029,2.3800000000000003,3,4
3030,-0.7599999999999999,1,4
3031,-1.82,1,4
3032,-0.75,1,4
3033,0.0,1,4
3034,-1.81,1,4
3035,0.01,1,0
3036,-0.74,1,1
3037,3.47,4,3
3038,-2.59,1,1
3039,1.18,2,4
3040,3.4800000000000004,3,3
3041,3.49,3,2
3042,0.02,1,4
3043,-1.8,1,4
3044,-1.79,1,0
3045,0.03,1,0
3046,2.39,3,4
3047,1.19,2,0
3048,1.2,2,0
3049,-1.78,1,0
3050,3.0,4,1
3051,3.01,4,2
3052,3.02,4,4
3053,-2.58,1,4
3054,3.03,4,0
3055,2.4000000000000004,3,4
3056,2.41,3,1
3057,1.21,2,0
3058,2.4200000000000004,3,0
3059,1.22,2,4
3060,-1.77,1,1
3061,2.43,3,0
3062,-0.73,1,4
3063,-0.72,1,4
3064,1.23,2,1
3065,-0.71,1,4
3066,3.04,4,4
3067,-0.7,1,0
3068,1.24,2,3
3069,-0.69,1,4
3070,2.4400000000000004,3,1
3071,-2.57,1,0
3072,1.25,2,4
3073,-1.76,1,4
3074,3.05,4,4
3075,-0.6799999999999999,1,4
3076,2.45,3,0
3077,2.4600000000000004,3,4
3078,3.06,3,3
3079,-2.56,1,0
3080,0.04,1,4
3081,-0.6699999999999999,1,4
3082,3.07,4,1
3083,1.26,2,4
3084,2.47,3,4
3085,0.05,1,0
3086,-0.6599999999999999,1,4
3087,1.27,2,3
3088,-0.6499999999999999,1,0
3089,0.06,1,4
3090,0.07,1,0
3091,-1.75,1,0
3092,2.4800000000000004,3,0
3093,3.08,4,4
3094,1.28,2,0
3095,-0.6399999999999999,1,4
3096,-0.6299999999999999,1,3
3097,3.09,4,0
3098,1.29,2,4
3099,-0.6199999999999999,1,0
3100,3.1,3,3
3101,0.08,1,2
3102,0.09,1,4
3103,-1.74,1,0
3104,3.11,3,3
3105,-1.73,1,4
3106,2.49,3,4
3107,-2.55,1,0
3108,3.12,4,2
3109,-0.6099999999999999,1,4
3110,0.0999999999999999,1,2
3111,1.3,2,4
3112,2.0,4,0
3113,0.1099999999999999,1,0
3114,3.13,4,0
3115,-2.54,1,4
3116,0.1199999999999999,1,4
3117,0.1299999999999999,1,4
3118,2.01,4,4
3119,3.14,4,3
3120,-2.53,1,0
3121,3.15,3,3
3122,-1.72,1,4
3123,-0.5999999999999999,1,0
3124,-0.5899999999999999,1,1
3125,3.16,3,4
3126,1.31,2,0
3127,1.32,2,0
3128,0.1399999999999999,1,4
3129,-1.71,1,0
3130,-1.7,1,4
3131,-0.5799999999999998,1,4
3132,1.33,2,3
3133,2.02,3,4
3134,0.15,1,4
3135,3.17,3,0
3136,0.16,1,0
3137,1.34,2,4
3138,0.17,1,4
3139,-2.52,1,4
3140,-1.69,1,0
3141,-1.68,1,0
3142,-2.51,3,0
3143,-0.5699999999999998,1,3
3144,-3.0,1,4
3145,-1.67,1,0
3146,0.18,1,0
3147,3.18,4,1
3148,3.19,4,4
3149,1.35,2,3
3150,1.36,2,3
3151,1.37,2,4
3152,0.19,1,4
3153,-2.99,1,4
3154,-1.66,1,3
3155,3.2,4,3
3156,-0.5599999999999998,1,4
3157,3.21,4,2
3158,-0.5499999999999998,1,3
3159,-0.5399999999999998,1,4
3160,2.03,3,4
3161,-2.98,1,4
3162,-2.97,1,4
3163,-0.5299999999999998,1,3
3164,-0.5199999999999998,1,4
3165,-1.65,1,4
3166,0.2,1,4
3167,-0.5099999999999998,1,0
3168,3.22,3,2
3169,-1.64,1,4
3170,-2.96,1,0
3171,1.38,2,4
3172,-1.0,1,4
3173,-0.99,1,0
3174,-2.95,1,1
3175,-1.63,1,2
3176,-0.98,1,3
3177,0.21,1,0
3178,1.39,2,3
3179,1.4,2,0
3180,2.04,3,0
3181,2.05,3,3
3182,0.22,1,4
3183,2.06,3,4
3184,-1.62,1,3
3185,1.41,2,4
3186,-0.97,1,0
3187,0.23,1,1
3188,-1.61,1,4
3189,-0.96,1,0
3190,2.07,3,0
3191,2.08,3,1
3192,2.09,3,0
3193,-2.94,1,2
3194,1.4200000000000002,2,0
3195,3.23,3,1
3196,-1.6,1,4
3197,2.1,3,4
3198,1.4300000000000002,2,1
3199,3.24,3,3
3200,3.25,3,0
3201,-2.93,1,4
3202,-0.95,1,4
3203,3.26,4,2
3204,-0.94,1,4
3205,3.27,4,4
3206,-1.59,1,4
3207,0.24,1,4
3208,-0.93,1,4
3209,2.11,3,4
3210,-0.92,1,3
3211,0.25,1,0
3212,2.12,3,1
3213,2.13,4,1
3214,0.26,1,0
3215,-1.5799999999999998,1,0
3216,-0.91,1,3
3217,-2.92,1,4
3218,3.28,4,2
3219,1.4400000000000002,2,4
3220,-0.9,1,4
3221,1.4500000000000002,4,0
3222,1.4600000000000002,2,0
3223,2.14,3,4
3224,2.15,3,4
3225,2.16,3,4
3226,-1.5699999999999998,1,1
3227,-0.89,1,0
3228,2.17,3,4
3229,3.29,4,4
3230,-0.88,1,4
3231,-2.91,1,4
3232,-0.87,1,0
3233,0.2700000000000001,1,0
3234,1.4700000000000002,2,4
3235,1.4800000000000002,2,3
3236,-0.86,1,1
3237,-0.85,1,4
3238,-1.5599999999999998,1,4
3239,1.4900000000000002,2,0
3240,2.18,3,0
3241,3.3000000000000003,5,3
3242,2.19,3,3
3243,-0.84,1,0
3244,0.2800000000000001,1,4
3245,1.0,2,3
3246,0.2900000000000001,1,1
3247,-0.83,1,0
3248,1.01,2,4
3249,-1.5499999999999998,1,4
3250,0.3000000000000001,1,4
3251,-2.9,1,4
3252,3.31,3,3
3253,1.02,2,1
3254,-1.5399999999999998,1,2
3255,0.3100000000000001,1,0
3256,1.03,2,1
3257,1.04,2,4
3258,-2.89,1,1
3259,-0.82,1,1
3260,2.2,3,4
3261,-1.5299999999999998,1,1
3262,0.3200000000000001,1,0
3263,1.05,2,1
3264,-1.5199999999999998,1,0
3265,-1.5099999999999998,1,4
3266,-2.0,1,0
3267,-0.8099999999999999,1,1
3268,3.3200000000000003,4,3
3269,-1.99,1,4
3270,-1.98,1,4
3271,-1.97,1,3
3272,-0.7999999999999999,1,4
3273,3.33,4,3
3274,3.3400000000000003,3,4
3275,0.3300000000000001,1,4
3276,-2.88,1,3
3277,2.21,4,4
3278,0.3400000000000001,1,1
3279,2.22,3,4
3280,2.23,3,4
3281,-1.96,1,4
3282,-0.7899999999999999,1,1
3283,1.06,2,0
3284,3.35,3,1
3285,-1.95,1,3
3286,2.24,4,4
3287,3.3600000000000003,4,1
3288,-1.94,1,0
3289,3.37,4,3
3290,-0.7799999999999999,1,1
3291,-1.93,1,4
3292,2.25,3,4
3293,0.3500000000000001,1,3
3294,3.3800000000000003,3,2
3295,0.3600000000000001,1,4
3296,2.26,3,4
3297,-1.92,1,4
3298,-0.7699999999999999,1,0
3299,-1.91,1,0
3300,-0.7599999999999999,1,2
3301,0.3700000000000001,1,4
3302,2.27,3,4
3303,-1.9,1,0
3304,-1.89,1,3
3305,2.28,3,0
3306,3.39,4,2
3307,0.3800000000000001,1,4
3308,0.3900000000000002,1,0
3309,2.29,3,2
3310,1.07,2,2
3311,1.08,2,4
3312,1.09,2,0
3313,2.3000000000000003,4,2
3314,-0.75,1,4
3315,2.31,3,4
3316,-1.88,1,0
3317,2.3200000000000003,3,2
3318,-0.74,1,0
3319,-2.87,1,4
3320,-0.73,1,0
3321,-0.72,1,0
3322,-1.87,1,2
3323,3.4000000000000004,4,4
3324,0.4000000000000002,1,4
3325,1.1,2,4
3326,2.33,4,4
3327,0.4100000000000002,1,1
3328,2.3400000000000003,4,4
3329,-0.71,1,4
3330,-2.86,1,0
3331,-1.86,1,1
3332,-0.7,1,4
3333,-1.85,1,0
3334,0.4200000000000002,1,4
3335,2.35,3,4
3336,-1.84,1,1
3337,2.3600000000000003,3,2
3338,1.11,2,2
3339,-2.85,1,1
3340,3.41,4,1
3341,0.4300000000000002,1,0
3342,-0.69,1,4
3343,1.12,2,4
3344,-1.83,1,4
3345,-1.82,1,3
3346,1.13,2,0
3347,1.14,2,4
3348,1.15,2,4
3349,-0.6799999999999999,1,4
3350,2.37,3,3
3351,-2.84,1,3
3352,0.4400000000000002,1,4
3353,3.4200000000000004,4,3
3354,3.43,4,2
3355,2.3800000000000003,3,0
3356,-1.81,1,4
3357,-1.8,1,4
3358,-2.83,1,3
3359,2.39,3,0
3360,-0.6699999999999999,1,4
3361,3.4400000000000004,3,3
3362,-1.79,1,0
3363,3.45,4,2
3364,1.16,2,1
3365,3.4600000000000004,4,3
3366,3.47,3,2
3367,1.17,2,4
3368,1.18,2,3
3369,1.19,2,3
3370,2.4000000000000004,3,4
3371,1.2,2,0
3372,3.4800000000000004,4,2
3373,-0.6599999999999999,1,0
3374,-2.82,1,4
3375,2.41,3,4
3376,-0.6499999999999999,1,3
3377,3.49,4,4
3378,-2.81,1,0
3379,-1.78,1,0
3380,-1.77,1,0
3381,2.4200000000000004,3,2
3382,3.0,4,4
3383,2.43,3,0
3384,3.01,4,2
3385,-0.6399999999999999,1,4
3386,3.02,4,0
3387,0.4500000000000002,1,4
3388,3.03,3,2
3389,-0.6299999999999999,1,0
3390,-2.8,1,0
3391,3.04,3,1
3392,-0.6199999999999999,1,4
3393,2.4400000000000004,3,2
3394,-2.79,1,2
3395,3.05,4,0
3396,3.06,4,4
3397,3.07,3,2
3398,2.45,4,3
3399,-1.76,1,4
3400,-2.78,1,0
3401,2.4600000000000004,4,4
3402,-1.75,1,0
3403,0.4600000000000002,1,4
3404,1.21,2,1
3405,1.22,2,2
3406,0.4700000000000002,1,4
3407,3.08,3,3
3408,1.23,2,4
3409,-2.77,1,0
3410,-1.74,1,4
3411,-1.73,1,0
3412,-1.72,1,0
3413,-1.71,1,4
3414,2.47,3,4
3415,2.4800000000000004,3,0
3416,-0.6099999999999999,1,1
3417,2.49,3,1
3418,2.0,3,0
3419,-1.7,1,2
3420,2.01,3,1
3421,-0.5999999999999999,1,0
3422,-1.69,1,0
3423,-0.5899999999999999,1,0
3424,2.02,3,0
3425,-1.68,1,0
3426,-2.76,1,1
3427,2.03,3,4
3428,0.4800000000000002,1,3
3429,-1.67,1,4
3430,3.09,4,3
3431,-1.66,1,4
3432,0.4900000000000002,1,4
3433,2.04,3,0
3434,3.1,4,4
3435,-0.5799999999999998,1,4
3436,0.0,1,4
3437,-0.5699999999999998,1,4
3438,-0.5599999999999998,1,4
3439,0.01,1,0
3440,-1.65,1,1
3441,-0.5499999999999998,1,4
3442,2.05,3,0
3443,-0.5399999999999998,1,4
3444,-1.64,1,4
3445,-0.5299999999999998,1,4
3446,2.06,3,4
3447,3.11,3,2
3448,-1.63,1,1
3449,1.24,2,4
3450,-0.5199999999999998,1,0
3451,0.02,1,4
3452,2.07,3,0
3453,2.08,3,0
3454,-1.62,1,0
3455,-1.61,1,3
3456,0.03,1,0
3457,2.09,4,3
3458,1.25,2,2
3459,1.26,2,4
3460,0.04,1,4
3461,2.1,4,4
3462,-0.5099999999999998,1,3
3463,0.05,1,1
3464,1.27,2,4
3465,-1.6,1,0
3466,-2.75,1,0
3467,2.11,3,4
3468,-1.59,1,4
3469,2.12,3,4
3470,-2.74,1,2
3471,2.13,3,4
3472,2.14,3,4
3473,0.06,1,4
3474,-1.0,1,4
3475,2.15,3,2
3476,-0.99,1,0
3477,-1.5799999999999998,1,1
3478,3.12,4,2
3479,2.16,3,4
3480,-1.5699999999999998,1,1
3481,-2.73,1,4
3482,3.13,4,3
3483,-0.98,1,0
3484,3.14,3,2
3485,2.17,4,2
3486,1.28,2,0
3487,3.15,3,3
3488,-1.5599999999999998,1,4
3489,2.18,3,4
3490,-0.97,1,1
3491,-0.96,1,0
3492,-1.5499999999999998,1,4
3493,1.29,2,3
3494,-2.72,1,4
3495,-0.95,1,4
3496,-0.94,1,3
3497,3.16,4,2
3498,-2.71,1,0
3499,0.07,1,4
3500,-0.93,1,4
3501,-1.5399999999999998,1,4
3502,1.3,2,0
3503,2.19,3,0
3504,-2.7,1,0
3505,1.31,2,0
3506,2.2,3,4
3507,3.17,3,3
3508,3.18,4,3
3509,1.32,2,0
3510,0.08,1,4
3511,0.09,1,3
3512,0.0999999999999999,1,4
3513,-1.5299999999999998,1,2
3514,1.33,2,0
3515,2.21,3,2
3516,2.22,3,4
3517,-1.5199999999999998,1,0
3518,-1.5099999999999998,1,0
3519,2.23,3,4
3520,-2.69,1,0
3521,1.34,2,0
3522,1.35,2,1
3523,1.36,2,3
3524,-2.0,1,0
3525,0.1099999999999999,1,3
3526,1.37,2,1
3527,0.1199999999999999,1,4
3528,-1.99,1,4
3529,-0.92,1,4
3530,2.24,3,4
3531,-2.68,1,4
3532,-1.98,1,0
3533,-0.91,1,4
3534,3.19,4,3
3535,2.25,3,4
3536,-0.9,1,4
3537,2.26,3,0
3538,2.27,4,4
3539,-0.89,1,4
3540,0.1299999999999999,1,1
3541,-0.88,1,4
3542,0.1399999999999999,1,0
3543,-1.97,1,4
3544,-2.67,1,0
3545,-1.96,1,3
3546,3.2,4,3
3547,1.38,2,3
3548,-0.87,1,3
3549,0.15,1,4
3550,-1.95,1,0
3551,-1.94,1,0
3552,3.21,4,2
3553,0.16,1,4
3554,-1.93,1,4
3555,0.17,1,1
3556,1.39,2,1
3557,-2.66,1,0
3558,2.28,3,1
3559,3.22,4,3
3560,3.23,4,3
3561,-1.92,1,0
3562,-0.86,1,3
3563,2.29,3,0
3564,1.4,2,4
3565,-0.85,1,4
3566,-1.91,1,4
3567,1.41,2,2
3568,0.18,1,0
3569,-1.9,1,4
3570,3.24,4,4
3571,-1.89,1,0
3572,3.25,4,1
3573,-1.88,1,3
3574,-1.87,1,0
3575,0.19,1,4
3576,-0.84,1,3
3577,-0.83,1,4
3578,-0.82,1,4
3579,0.2,1,0
3580,0.21,1,1
3581,-0.8099999999999999,1,0
3582,2.3000000000000003,4,1
3583,1.4200000000000002,2,3
3584,-1.86,1,3
3585,-1.85,1,4
3586,0.22,1,0
3587,0.23,1,4
3588,-0.7999999999999999,1,4
3589,1.4300000000000002,2,4
3590,1.4400000000000002,2,0
3591,-1.84,1,3
3592,-0.7899999999999999,1,0
3593,-0.7799999999999999,1,0
3594,0.24,1,0
3595,-0.7699999999999999,1,2
3596,3.26,4,3
3597,-0.7599999999999999,1,0
3598,-2.65,1,0
3599,2.31,3,4
3600,-1.83,1,0
3601,-0.75,1,4
3602,-0.74,1,4
3603,3.27,4,4
3604,0.25,1,4
3605,-1.82,1,0
3606,3.28,4,4
3607,-1.81,1,0
3608,3.29,4,0
3609,0.26,1,4
3610,-1.8,1,1
3611,2.3200000000000003,4,0
3612,-2.64,1,4
3613,0.2700000000000001,1,0
3614,2.33,3,3
3615,3.3000000000000003,4,4
3616,-0.73,1,3
3617,-0.72,1,0
3618,1.4500000000000002,2,0
3619,-1.79,1,4
3620,-0.71,1,0
3621,1.4600000000000002,2,0
3622,0.2800000000000001,1,4
3623,2.3400000000000003,3,4
3624,1.4700000000000002,2,0
3625,1.4800000000000002,2,4
3626,-1.78,1,0
3627,-0.7,1,4
3628,0.2900000000000001,1,1
3629,-0.69,1,4
3630,-0.6799999999999999,1,0
3631,3.31,4,0
3632,-2.63,1,3
3633,2.35,3,4
3634,2.3600000000000003,3,4
3635,2.37,3,2
3636,-2.62,1,0
3637,1.4900000000000002,2,0
3638,0.3000000000000001,1,4
3639,1.0,2,0
3640,-1.77,1,4
3641,1.01,2,0
3642,0.3100000000000001,1,4
3643,1.02,2,1
3644,0.3200000000000001,1,0
3645,0.3300000000000001,1,1
3646,-2.61,1,0
3647,3.3200000000000003,4,4
3648,2.3800000000000003,3,0
3649,-1.76,1,2
3650,0.3400000000000001,1,4
3651,3.33,6,1
3652,-1.75,1,4
3653,3.3400000000000003,4,2
3654,1.03,2,0
3655,3.35,4,2
3656,0.3500000000000001,1,0
3657,3.3600000000000003,4,4
3658,2.39,3,4
3659,3.37,4,4
3660,-1.74,1,0
3661,1.04,2,0
3662,-0.6699999999999999,1,1
3663,2.4000000000000004,3,1
3664,0.3600000000000001,1,4
3665,0.3700000000000001,1,4
3666,3.3800000000000003,4,2
3667,3.39,4,4
3668,3.4000000000000004,3,2
3669,3.41,4,2
3670,-2.6,1,0
3671,1.05,2,4
3672,1.06,2,0
3673,0.3800000000000001,1,3
3674,2.41,3,0
3675,3.4200000000000004,4,2
3676,0.3900000000000002,1,3
3677,-2.59,1,4
3678,3.43,4,2
3679,1.07,2,4
3680,-2.58,1,4
3681,-2.57,1,3
3682,-0.6599999999999999,1,4
3683,3.4400000000000004,3,2
3684,0.4000000000000002,1,4
3685,1.08,2,2
3686,-1.73,1,4
3687,3.45,4,1
3688,2.4200000000000004,3,4
3689,2.43,3,0
3690,3.4600000000000004,4,4
3691,-0.6499999999999999,1,0
3692,2.4400000000000004,3,4
3693,2.45,3,0
3694,-2.56,1,4
3695,2.4600000000000004,3,4
3696,0.4100000000000002,1,3
3697,0.4200000000000002,1,3
3698,-0.6399999999999999,1,0
3699,-0.6299999999999999,1,3
3700,1.09,2,4
3701,1.1,2,4
3702,-0.6199999999999999,1,4
3703,2.47,3,4
3704,2.4800000000000004,3,4
3705,3.47,3,4
3706,-1.72,1,0
3707,-2.55,1,2
3708,-0.6099999999999999,1,0
3709,3.4800000000000004,4,4
3710,0.4300000000000002,1,0
3711,-1.71,1,3
3712,-0.5999999999999999,1,3
3713,2.49,3,2
3714,0.4400000000000002,1,4
3715,2.0,3,1
3716,-2.54,1,4
3717,-0.5899999999999999,1,1
3718,-0.5799999999999998,1,2
3719,-1.7,1,2
3720,2.01,3,4
3721,1.11,2,4
3722,1.12,2,0
3723,3.49,4,4
3724,-0.5699999999999998,1,4
3725,1.13,2,0
3726,2.02,3,0
3727,-2.53,1,4
3728,-1.69,1,4
3729,3.0,4,3
3730,0.4500000000000002,1,4
3731,-0.5599999999999998,1,4
3732,3.01,3,2
3733,2.03,3,4
3734,2.04,3,4
3735,2.05,3,0
3736,-1.68,1,4
3737,-1.67,1,0
3738,1.14,2,0
3739,0.4600000000000002,1,1
3740,3.02,4,2
3741,-0.5499999999999998,1,1
3742,-0.5399999999999998,1,4
3743,-1.66,1,0
3744,3.03,3,4
3745,0.4700000000000002,1,3
3746,0.4800000000000002,1,4
3747,1.15,2,4
3748,-0.5299999999999998,1,0
3749,2.06,3,1
3750,2.07,3,4
3751,1.16,2,4
3752,0.4900000000000002,1,1
3753,-1.65,1,0
3754,-1.64,1,4
3755,-1.63,1,4
3756,-0.5199999999999998,1,1
3757,-1.62,1,4
3758,1.17,4,0
3759,-2.52,1,3
3760,1.18,2,2
3761,3.04,4,3
3762,-0.5099999999999998,1,4
3763,3.05,4,0
3764,3.06,4,0
3765,0.0,1,4
3766,3.07,4,3
3767,-1.61,1,1
3768,2.08,3,0
3769,1.19,2,4
3770,-1.0,1,2
3771,-2.51,1,1
3772,1.2,2,0
3773,0.01,1,1
3774,3.08,4,3
3775,3.09,4,4
3776,3.1,4,4
3777,-0.99,1,0
3778,-1.6,1,0
3779,-1.59,1,4
3780,2.09,3,4
3781,3.11,4,4
3782,0.02,1,0
3783,3.12,4,2
3784,0.03,1,0
3785,3.13,3,1
3786,-0.98,1,4
3787,3.14,4,4
3788,-0.97,1,4
3789,1.21,2,1
3790,2.1,3,3
3791,-0.96,1,0
3792,-3.0,1,0
3793,-0.95,1,0
3794,3.15,4,3
3795,-0.94,1,4
3796,1.22,2,4
3797,-2.99,1,4
3798,3.16,4,4
3799,-1.5799999999999998,1,4
3800,-2.98,1,4
3801,3.17,6,2
3802,-0.93,1,3
3803,3.18,4,0
3804,-0.92,1,4
3805,2.11,3,0
3806,1.23,2,3
3807,1.24,2,2
3808,2.12,3,1
3809,-1.5699999999999998,1,2
3810,2.13,3,3
3811,-1.5599999999999998,1,0
3812,1.25,2,1
3813,0.04,1,4
3814,-0.91,1,3
3815,3.19,4,4
3816,1.26,2,0
3817,-0.9,1,4
3818,0.05,1,0
3819,0.06,1,4
3820,2.14,3,4
3821,-1.5499999999999998,1,0
3822,2.15,3,0
3823,-0.89,1,0
3824,3.2,4,2
3825,1.27,2,4
3826,-2.97,1,4
3827,-1.5399999999999998,1,3
3828,0.07,1,3
3829,2.16,3,0
3830,1.28,2,1
3831,2.17,3,0
3832,-2.96,1,4
3833,3.21,5,0
3834,-0.88,1,0
3835,1.29,2,1
3836,0.08,1,0
3837,2.18,3,0
3838,2.19,3,4
3839,3.22,3,4
3840,2.2,3,0
3841,-2.95,1,1
3842,-0.87,1,4
3843,3.23,4,3
3844,2.21,3,1
3845,0.09,1,4
3846,-1.5299999999999998,1,0
3847,1.3,2,2
3848,-1.5199999999999998,1,0
3849,3.24,4,4
3850,-1.5099999999999998,1,4
3851,1.31,2,4
3852,0.0999999999999999,1,4
3853,0.1099999999999999,1,4
3854,2.22,4,4
3855,-2.0,1,4
3856,0.1199999999999999,1,4
3857,-0.86,1,4
3858,3.25,4,3
3859,2.23,3,0
3860,-1.99,1,4
3861,0.1299999999999999,1,0
3862,-1.98,1,0
3863,3.26,4,1
3864,3.27,4,3
3865,-0.85,1,4
3866,2.24,3,4
3867,3.28,3,2
3868,-0.84,1,0
3869,0.1399999999999999,1,4
3870,-1.97,1,1
3871,0.15,1,4
3872,3.29,4,0
3873,0.16,1,0
3874,-2.94,1,0
3875,2.25,3,3
3876,-1.96,1,0
3877,1.32,2,4
3878,-0.83,1,4
3879,1.33,2,1
3880,0.17,1,2
3881,-1.95,1,4
3882,-1.94,1,1
3883,-1.93,1,2
3884,-1.92,1,1
3885,0.18,1,4
3886,-2.93,1,0
3887,-1.91,1,4
3888,1.34,2,1
3889,0.19,1,4
3890,0.2,1,1
3891,3.3000000000000003,3,3
3892,1.35,2,3
3893,-2.92,1,1
3894,-1.9,1,4
3895,-0.82,1,4
3896,3.31,4,3
3897,-1.89,1,4
3898,-0.8099999999999999,1,3
3899,3.3200000000000003,4,2
3900,0.21,1,0
3901,2.26,3,2
3902,3.33,4,3
3903,-1.88,1,0
3904,-2.91,1,0
3905,3.3400000000000003,4,2
3906,-0.7999999999999999,1,4
3907,-1.87,1,0
3908,0.22,1,4
3909,-2.9,1,3
3910,-0.7899999999999999,1,4
3911,0.23,1,4
3912,2.27,3,4
3913,1.36,2,4
3914,-0.7799999999999999,1,4
3915,1.37,2,0
3916,-2.89,1,1
3917,-1.86,1,0
3918,3.35,3,2
3919,-0.7699999999999999,1,0
3920,-1.85,1,4
3921,-1.84,1,4
3922,2.28,3,1
3923,-0.7599999999999999,1,4
3924,-1.83,1,2
3925,1.38,2,0
3926,2.29,3,0
3927,-0.75,1,4
3928,-0.74,1,4
3929,2.3000000000000003,4,4
3930,-0.73,1,1
3931,0.24,1,1
3932,2.31,4,2
3933,-0.72,1,4
3934,3.3600000000000003,4,4
3935,3.37,4,4
3936,-0.71,1,4
3937,3.3800000000000003,4,2
3938,-0.7,1,0
3939,3.39,3,2
3940,2.3200000000000003,3,4
3941,-1.82,1,0
3942,3.4000000000000004,4,4
3943,-1.81,1,3
3944,-0.69,1,4
3945,-1.8,1,0
3946,3.41,4,4
3947,-2.88,1,1
3948,2.33,3,0
3949,-1.79,1,4
3950,2.3400000000000003,3,4
3951,3.4200000000000004,4,0
3952,-1.78,1,1
3953,2.35,3,0
3954,0.25,1,0
3955,-1.77,1,4
3956,-0.6799999999999999,1,1
3957,3.43,3,3
3958,-0.6699999999999999,1,4
3959,-0.6599999999999999,1,0
3960,0.26,1,2
3961,3.4400000000000004,3,4
3962,-1.76,1,4
3963,0.2700000000000001,1,4
3964,-2.87,1,4
3965,-0.6499999999999999,1,0
3966,2.3600000000000003,3,4
3967,-2.86,1,4
3968,2.37,3,1
3969,-1.75,1,4
3970,-0.6399999999999999,1,0
3971,2.3800000000000003,3,0
3972,0.2800000000000001,1,0
3973,-1.74,1,0
3974,-0.6299999999999999,1,3
3975,1.39,2,0
3976,0.2900000000000001,1,3
3977,-0.6199999999999999,1,4
3978,-0.6099999999999999,1,4
3979,3.45,4,0
3980,1.4,2,4
3981,1.41,2,4
3982,1.4200000000000002,2,4
3983,2.39,4,0
3984,2.4000000000000004,3,4
3985,-0.5999999999999999,1,0
3986,-1.73,1,0
3987,3.4600000000000004,4,0
3988,-0.5899999999999999,1,0
3989,-0.5799999999999998,1,4
3990,3.47,4,3
3991,2.41,4,0
3992,3.4800000000000004,4,3
3993,-1.72,1,0
3994,1.4300000000000002,2,4
3995,1.4400000000000002,2,1
3996,-0.5699999999999998,1,1
3997,0.3000000000000001,1,0
3998,3.49,3,2
3999,2.4200000000000004,3,2
4000,-2.85,1,4
4001,3.0,4,3
4002,0.3100000000000001,1,3
4003,2.43,3,3
4004,-1.71,1,4
4005,2.4400000000000004,3,4
4006,2.45,3,4
4007,0.3200000000000001,1,3
4008,1.4500000000000002,2,4
4009,2.4600000000000004,3,4
4010,-0.5599999999999998,1,0
4011,-1.7,1,2
4012,2.47,4,0
4013,-0.5499999999999998,1,4
4014,-2.84,1,0
4015,1.4600000000000002,2,4
4016,0.3300000000000001,1,0
4017,-0.5399999999999998,1,2
4018,-0.5299999999999998,1,1
4019,-1.69,1,4
4020,2.4800000000000004,3,0
4021,1.4700000000000002,2,4
4022,-2.83,3,0
4023,1.4800000000000002,2,4
4024,-1.68,1,4
4025,-1.67,1,3
4026,-0.5199999999999998,1,2
4027,-0.5099999999999998,1,4
4028,2.49,3,2
4029,3.01,4,4
4030,-1.0,1,0
4031,-1.66,1,4
4032,-0.99,1,2
4033,3.02,4,3
4034,3.03,4,2
4035,-2.82,1,4
4036,0.3400000000000001,1,4
4037,2.0,3,1
4038,2.01,3,2
4039,-2.81,1,2
4040,3.04,4,4
4041,0.3500000000000001,1,0
4042,-0.98,1,4
4043,-2.8,1,4
4044,2.02,3,2
4045,-1.65,1,1
4046,-1.64,1,4
4047,3.05,4,2
4048,3.06,4,0
4049,1.4900000000000002,2,1
4050,-1.63,1,4
4051,2.03,3,4
4052,-0.97,1,0
4053,-1.62,1,1
4054,1.0,2,4
4055,0.3600000000000001,1,3
4056,-1.61,1,0
4057,0.3700000000000001,1,0
4058,2.04,3,0
4059,0.3800000000000001,1,4
4060,2.05,3,4
4061,-0.96,1,4
4062,-0.95,1,0
4063,-0.94,1,3
4064,2.06,3,0
4065,0.3900000000000002,1,0
